@relation 'Supermarket_Split-weka.filters.unsupervised.attribute.Remove-R1,107-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.StringToNominal-R5,72,86,102,104'

@attribute 'grocery misc' {1}
@attribute 'baby needs' {1}
@attribute 'bread and cake' {1}
@attribute 'baking needs' {1}
@attribute coupons {}
@attribute juice-sat-cord-ms {1}
@attribute tea {1}
@attribute biscuits {1}
@attribute 'canned fish-meat' {1}
@attribute 'canned fruit' {1}
@attribute 'canned vegetables' {1}
@attribute 'breakfast food' {1}
@attribute 'cigs-tobacco pkts' {1}
@attribute 'cigarette cartons' {1}
@attribute cleaners-polishers {1}
@attribute coffee {1}
@attribute sauces-gravy-pkle {1}
@attribute confectionary {1}
@attribute puddings-deserts {1}
@attribute dishcloths-scour {1}
@attribute deod-disinfectant {1}
@attribute 'frozen foods' {1}
@attribute 'razor blades' {1}
@attribute 'fuels-garden aids' {1}
@attribute spices {1}
@attribute jams-spreads {1}
@attribute insecticides {1}
@attribute 'pet foods' {1}
@attribute 'laundry needs' {1}
@attribute 'party snack foods' {1}
@attribute 'tissues-paper prd' {1}
@attribute wrapping {1}
@attribute 'dried vegetables' {1}
@attribute 'pkt-canned soup' {1}
@attribute 'soft drinks' {1}
@attribute 'health food other' {1}
@attribute 'beverages hot' {1}
@attribute 'health&beauty misc' {1}
@attribute deodorants-soap {1}
@attribute 'mens toiletries' {1}
@attribute medicines {1}
@attribute haircare {1}
@attribute 'dental needs' {1}
@attribute lotions-creams {1}
@attribute 'sanitary pads' {1}
@attribute cough-cold-pain {1}
@attribute 'meat misc' {1}
@attribute cheese {1}
@attribute chickens {1}
@attribute milk-cream {1}
@attribute cold-meats {1}
@attribute 'deli gourmet' {1}
@attribute margarine {1}
@attribute salads {1}
@attribute 'small goods' {1}
@attribute 'dairy foods' {1}
@attribute 'fruit drinks' {1}
@attribute 'delicatessen misc' {1}
@attribute beef {1}
@attribute hogget {1}
@attribute lamb {1}
@attribute 'pet food' {1}
@attribute pork {1}
@attribute poultry {1}
@attribute veal {1}
@attribute 'gourmet meat' {1}
@attribute 'produce misc' {1}
@attribute fruit {1}
@attribute plants {1}
@attribute potatoes {1}
@attribute vegetables {1}
@attribute flowers {}
@attribute 'variety misc' {1}
@attribute brushware {1}
@attribute electrical {1}
@attribute haberdashery {1}
@attribute kitchen {1}
@attribute manchester {1}
@attribute pantyhose {1}
@attribute plasticware {1}
@attribute stationary {1}
@attribute 'prepared meals' {1}
@attribute 'preserving needs' {1}
@attribute condiments {1}
@attribute 'cooking oils' {1}
@attribute 'health food bulk' {}
@attribute 'bake off products' {1}
@attribute 'small goods2' {1}
@attribute offal {1}
@attribute mutton {1}
@attribute 'trim pork' {1}
@attribute 'trim lamb' {1}
@attribute 'imported cheese' {1}
@attribute 'casks white wine' {1}
@attribute 'casks red wine' {1}
@attribute '750ml white nz' {1}
@attribute '750ml red nz' {1}
@attribute '750ml white imp' {1}
@attribute '750ml red imp' {1}
@attribute 'sparkling nz' {1}
@attribute 'sparkling imp' {1}
@attribute 'brew kits/accesry' {}
@attribute 'port and sherry' {1}
@attribute 'ctrled label wine' {}
@attribute 'non host support' {1}

@data
?,?,?,1,?,?,1,1,?,1,1,1,?,?,1,?,1,1,?,1,?,1,?,?,?,1,?,?,1,?,1,?,?,?,?,1,?,?,1,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,1,1,1,?,?,?,?,?,?,1,1,?,1,?,?,1,?,?,?,?,?,?,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,?,1,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,1,?,?,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,1,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,1,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,?,?,1,?,1,?,?,1,?,?,?,1,?,?,1,?,?,?,1,?,?,1,1,1,1,?,?,?,?,?,?,1,?,?,?,1,?,1,?,?,1,?,1,1,?,1,?,?,1,?,?,1,?,1,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,1,?,?,1,?,?,?,?,?,1,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,1,1,?,1,?,?,?,1,1,?,?,?,?,?,?,1,?,1,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,1,1,1,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,1,?,?,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,1,?,?,?,1,1,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,1,1,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,1,?,?,?,1,?,?,?,?,?,?,1,1,1,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,1,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,?,1,1,?,1,?,?,?,?,1,?,?,?,1,1,?,?,?,?,?,1,1,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,?,1,1,?,?,1,1,?,?,?,?,1,?,?,1,?,1,?,?,?,1,?,?,?,1,?,1,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,?,?,1,1,1,?,?,?,1,1,?,?,1,?,1,?,?,1,?,?,?,1,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,1,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,1,?,?,?,1,?,?,?,1,1,1,1,?,?,1,?,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,1,?,1,?,?,1,?,1,1,?,?,?,?,?,?,?,1,?,?,?,1,?,?,1,?,1,?,?,?,1,?,?,?,1,1,?,?,1,?,1,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,1,1,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,1,?,1,1,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,1,1,1,1,?,1,?,?,1,1,1,1,?,?,?,?,?,?,?,?,?,1,1,1,1,1,?,?,1,?,1,?,1,?,?,1,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,?,1,?,?,?,?,1,?,?,?,?,1,?,1,?,?,?,1,1,1,1,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,1,?,?,?,?,1,?,?,?,1,?,?,?,?,1,?,1,?,?,1,?,1,1,?,?,1,?,1,1,1,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,1,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,1,?,1,?,?,1,1,?,?,?,?,1,1,?,?,?,1,?,?,?,1,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,?,1,?,?,1,?,1,?,?,1,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,1,1,1,1,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,?,1,1,1,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,1,1,?,?,1,?,1,1,1,1,?,1,?,1,1,1,?,?,1,1,1,?,?,1,1,?,?,?,1,1,?,1,?,1,?,?,?,1,?,1,?,?,1,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,1,1,?,1,?,?,?,1,?,1,?,?,?,1,?,?,1,?,?,?,?,?,1,1,?,?,?,?,?,1,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,1,?,1,?,?,?,1,1,1,?,?,?,?,?,?,?,?,?,?,?,1,1,1,?,?,1,1,?,?,?,1,?,?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,1,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,1,1,?,?,1,1,1,1,?,?,?,1,?,?,?,?,?,?,1,?,1,?,?,?,1,?,?,?,1,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,1,1,1,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,1,?,1,?,?,?,?,?,1,1,1,1,?,1,1,?,?,?,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,1,?,?,1,?,1,?,?,1,1,1,1,?,?,1,?,?,?,1,?,?,1,1,1,?,?,?,1,?,?,?,?,?,1,?,?,?,1,1,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,1,?,?,?,1,?,?,?,1,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,1,?,1,1,1,1,1,?,?,?,?,1,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,?,1,?,1,?,1,1,1,1,1,?,?,1,?,1,1,1,?,?,1,?,?,?,1,1,?,1,1,1,1,?,?,1,?,1,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,1,1,1,1,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,1,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,1,1,1,?,?,1,1,1,?,1,1,?,1,?,?,?,?,?,1,1,?,1,1,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,1,?,1,?,1,?,?,?,1,?,?,1,?,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,?,1,?,?,?,1,?,1,1,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,1,?,1,?,?,?,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,?,1,1,?,1,?,1,1,?,?,1,1,?,?,1,1,1,?,?,?,1,1,?,?,1,1,1,1,1,1,1,?,?,1,?,1,?,1,?,?,1,?,?,1,?,?,1,?,1,?,?,1,?,?,1,?,?,1,?,1,?,1,1,?,?,?,1,?,?,1,?,?,?,1,?,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,1,?,?,?,1,?,?,?,1,1,?,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,1,1,1,?,?,1,?,1,?,?,?,1,1,?,?,?,1,?,1,?,1,1,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,1,1,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,?,1,1,?,1,1,?,?,?,1,1,?,1,?,?,?,1,?,?,?,1,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,1,?,1,?,?,1,?,?,?,?,?,?,?,1,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,1,?,?,?,1,1,1,1,?,1,?,?,?,1,?,?,?,?,1,?,?,?,1,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,?,?,1,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,?,?,1,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,1,?,?,?,?,1,?,1,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,1,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?
?,?,1,1,?,?,?,1,1,?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,1,?,?,?,1,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,?,1,?,?,1,1,?,?,?,?,?,1,?,?,?,1,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,?,?,?,?,?,?,?,1,?,1,?,1,?,?,1,?,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?,1,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,1,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,1,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,1,1,1,1,?,?,1,1,?,?,?,?,1,?,?,1,?,?,?,1,1,1,1,?,?,?,1,?,?,1,?,?,1,1,?,?,?,?,1,?,1,?,?,1,?,?,1,?,?,1,?,?,?,?,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,1,1,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,1,1,1,?,1,?,?,?,?,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,1,1,1,1,1,?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
